time,ax,ay,az,atotal
3.337,0.06,0.01,-0.19,0.20
3.347,0.06,0.01,-0.18,0.19
3.357,0.05,0.00,-0.18,0.18
3.367,0.05,0.02,-0.17,0.18
3.377,0.06,0.02,-0.17,0.19
3.387,0.07,0.01,-0.17,0.18
3.397,0.06,0.00,-0.17,0.18
3.407,0.04,-0.00,-0.18,0.18
3.417,0.06,-0.01,-0.18,0.18
3.427,0.06,0.00,-0.17,0.18
3.437,0.06,0.01,-0.18,0.19
3.447,0.05,0.01,-0.17,0.18
3.457,0.05,0.01,-0.17,0.18
3.467,0.05,0.00,-0.16,0.17
3.477,0.06,0.01,-0.17,0.18
3.487,0.07,0.02,-0.16,0.17
3.497,0.05,-0.00,-0.16,0.17
3.507,0.06,-0.00,-0.17,0.18
3.517,0.06,-0.00,-0.16,0.17
3.527,0.05,0.01,-0.15,0.16
3.538,0.04,0.02,-0.16,0.16
3.547,0.04,0.01,-0.15,0.16
3.558,0.05,-0.00,-0.14,0.15
3.567,0.03,0.01,-0.17,0.17
3.578,0.07,0.02,-0.16,0.18
3.587,0.05,0.00,-0.15,0.16
3.598,0.02,0.01,-0.17,0.17
3.607,0.03,0.01,-0.17,0.18
3.617,0.04,0.01,-0.16,0.16
3.627,0.04,-0.00,-0.15,0.16
3.638,0.04,0.01,-0.15,0.16
3.648,0.04,0.02,-0.17,0.17
3.658,0.05,0.01,-0.17,0.18
3.667,0.06,-0.00,-0.16,0.17
3.678,0.06,0.02,-0.15,0.16
3.688,0.07,0.01,-0.15,0.16
3.698,0.05,0.01,-0.14,0.15
3.708,0.07,-0.01,-0.16,0.17
3.718,0.04,0.00,-0.15,0.16
3.728,0.05,0.01,-0.14,0.15
3.738,0.04,-0.00,-0.15,0.16
3.748,0.05,0.03,-0.16,0.16
3.758,0.05,0.02,-0.15,0.15
3.768,0.06,0.01,-0.13,0.15
3.778,0.05,-0.00,-0.15,0.16
3.788,0.05,0.00,-0.15,0.16
3.798,0.05,0.01,-0.13,0.14
3.808,0.03,0.03,-0.16,0.16
3.818,0.04,0.02,-0.15,0.15
3.828,0.04,0.01,-0.12,0.13
3.838,0.03,0.02,-0.13,0.14
3.848,0.04,0.01,-0.15,0.16
3.858,0.05,0.01,-0.13,0.14
3.868,0.05,0.01,-0.13,0.14
3.878,0.04,0.01,-0.14,0.14
3.888,0.03,0.01,-0.14,0.15
3.898,0.05,0.00,-0.14,0.15
3.908,0.05,0.03,-0.15,0.16
3.918,0.03,0.01,-0.13,0.13
3.928,0.04,0.01,-0.15,0.16
3.938,0.05,0.01,-0.14,0.15
3.948,0.06,-0.00,-0.14,0.15
3.958,0.09,0.03,0.00,0.10
3.968,0.06,-0.06,0.46,0.47
3.978,-0.21,0.10,-0.33,0.41
3.988,0.30,-0.09,-0.49,0.58
3.998,-0.09,0.05,-0.68,0.69
4.008,0.08,0.00,-0.49,0.50
4.018,0.09,0.01,-0.07,0.12
4.028,-0.02,0.02,0.11,0.11
4.039,0.07,-0.00,0.17,0.19
4.048,0.05,0.01,0.19,0.19
4.058,0.09,0.12,-0.13,0.20
4.068,0.04,-0.03,-0.88,0.89
4.078,0.01,0.07,-0.77,0.77
4.088,0.19,-0.06,-0.71,0.74
4.099,0.21,-0.06,-0.82,0.84
4.108,0.24,-0.11,-0.62,0.67
4.119,-0.00,0.37,0.91,0.98
4.129,0.07,-0.07,1.22,1.23
4.139,-0.11,-0.36,1.55,1.60
4.149,-0.14,0.18,1.32,1.34
4.159,0.10,-0.02,0.55,0.56
4.169,-0.02,0.18,-0.04,0.18
4.179,-0.14,-0.01,-1.57,1.57
4.189,-0.04,0.24,-1.11,1.14
4.199,0.13,-0.29,-1.26,1.30
4.209,0.12,0.16,-0.57,0.60
4.219,-0.26,0.05,0.07,0.27
4.229,0.15,-0.00,0.27,0.31
4.239,0.20,-0.13,0.24,0.34
4.249,0.01,0.01,-0.01,0.02
4.259,-0.07,0.11,-0.18,0.22
4.269,0.18,-0.13,-0.24,0.33
4.280,0.04,0.10,-0.54,0.55
4.289,-0.17,0.07,-0.63,0.66
4.299,-0.28,0.21,-0.44,0.57
4.309,-0.72,0.49,-0.37,0.95
4.319,-1.18,0.83,-0.30,1.47
4.329,0.09,0.74,0.23,0.78
4.339,0.11,-0.17,0.17,0.27
4.349,-0.08,-0.25,-0.14,0.30
4.359,0.06,-0.29,-0.71,0.77
4.369,-0.31,-0.40,-1.12,1.23
4.379,-0.60,0.15,-1.65,1.76
4.389,-1.25,-0.16,-1.91,2.29
4.399,-1.79,0.31,-1.56,2.39
4.409,-1.88,0.20,-1.08,2.18
4.419,-1.28,0.08,0.13,1.29
4.429,-0.49,-0.38,0.42,0.74
4.439,-0.24,-1.94,-0.02,1.95
4.449,0.10,-2.65,0.16,2.65
4.459,-0.35,-1.43,-0.37,1.52
4.469,-0.68,-2.10,-0.57,2.28
4.479,-0.95,-4.24,0.52,4.38
4.489,-0.82,-7.58,-0.29,7.63
4.499,-1.07,-9.12,-0.57,9.20
4.509,-2.33,-10.50,0.07,10.76
4.525,-4.11,-9.96,-0.34,10.78
4.530,-6.47,-8.92,2.85,11.38
4.547,-4.12,-6.58,3.81,8.65
4.550,2.58,-4.06,-21.79,22.32
4.560,-2.92,-8.99,21.11,23.13
4.569,0.69,-9.43,13.79,16.72
4.579,2.31,-10.78,10.72,15.38
4.590,3.33,-12.11,8.71,15.28
4.599,3.87,-12.74,6.40,14.77
4.609,3.96,-12.03,4.10,13.31
4.620,3.78,-10.39,2.62,11.36
4.629,2.86,-8.96,1.85,9.59
4.640,0.92,-8.74,1.29,8.89
4.650,-1.22,-9.07,0.87,9.19
4.660,-2.32,-8.42,0.45,8.74
4.670,-2.33,-6.76,-0.22,7.15
4.680,-1.78,-4.89,-1.11,5.32
4.690,-1.35,-3.43,-1.85,4.12
4.700,-1.37,-2.64,-2.10,3.65
4.710,-1.75,-2.38,-2.03,3.58
4.720,-2.25,-2.12,-1.87,3.61
4.730,-2.43,-1.64,-1.43,3.26
4.740,-2.53,-1.28,-0.78,2.94
4.750,-2.44,-0.96,-0.19,2.63
4.760,-2.12,-0.32,0.07,2.15
4.770,-2.14,-0.43,0.49,2.24
4.780,-1.03,-0.58,2.46,2.73
4.790,-0.45,1.00,1.97,2.25
4.800,-0.06,1.76,2.03,2.69
4.810,-0.55,1.88,1.86,2.71
4.820,-1.58,2.10,1.33,2.95
4.830,-2.73,2.12,0.51,3.49
4.840,-4.35,1.60,-0.23,4.65
4.850,-6.43,1.02,-1.24,6.63
4.860,-6.85,0.92,-2.87,7.48
4.870,-7.26,-0.03,-4.51,8.55
4.880,-7.51,-0.21,-6.26,9.78
4.890,-7.15,-0.08,-8.03,10.75
4.900,-6.55,0.29,-8.74,10.92
4.910,-5.50,1.27,-7.71,9.55
4.920,-3.93,2.26,-5.64,7.24
4.930,-2.34,3.21,-3.43,5.25
4.940,-1.32,3.85,-1.96,4.52
4.950,-0.29,4.06,-0.88,4.16
4.960,1.12,4.24,0.11,4.38
4.970,2.34,4.22,0.09,4.83
4.980,2.72,4.53,0.19,5.29
4.990,2.33,3.88,-0.03,4.53
5.000,1.47,2.80,-0.23,3.16
5.010,-1.23,1.01,-0.13,1.59
5.020,-3.36,-0.96,-0.30,3.50
5.030,-3.50,-2.09,-1.48,4.34
5.040,-2.49,-2.07,-2.99,4.41
5.050,-1.81,-1.46,-4.01,4.64
5.060,-1.18,-0.98,-4.31,4.57
5.071,-1.15,-0.74,-4.14,4.35
5.080,-1.35,-0.80,-3.27,3.63
5.090,-1.23,-1.41,-2.14,2.84
5.100,-0.56,-0.95,-1.18,1.61
5.110,0.43,-0.36,-0.86,1.03
5.120,-0.08,-1.17,-0.42,1.25
5.130,-0.92,-1.91,-0.94,2.32
5.141,-1.42,-1.95,-1.76,2.99
5.157,-1.16,-1.60,-2.32,3.04
5.161,-0.71,-1.79,-2.73,3.34
5.171,-0.73,-2.10,-2.96,3.70
5.181,-0.96,-2.12,-2.58,3.47
5.191,-1.02,-2.16,-2.06,3.15
5.201,-0.93,-2.26,-1.94,3.12
5.211,-0.30,-2.18,-1.87,2.89
5.221,0.69,-1.91,-1.16,2.34
5.231,1.68,-1.74,-0.35,2.44
5.241,2.31,-1.63,0.30,2.84
5.251,2.12,-1.76,0.35,2.78
5.261,1.16,-2.12,-0.11,2.42
5.271,0.10,-2.41,-0.60,2.49
5.281,-0.53,-2.48,-0.85,2.67
5.291,-0.67,-2.30,-0.87,2.55
5.301,-0.60,-2.09,-0.74,2.29
5.311,-0.27,-1.80,0.12,1.82
5.321,-0.11,-1.26,0.79,1.50
5.331,-0.29,-0.96,0.94,1.37
5.341,-0.64,-0.83,0.35,1.10
5.351,-0.92,-0.92,0.07,1.31
5.361,-0.52,-1.30,-0.19,1.41
5.371,0.08,-1.10,-1.01,1.50
5.381,0.75,-1.08,-1.74,2.18
5.391,1.15,-1.35,-2.27,2.88
5.401,1.43,-1.71,-2.46,3.32
5.411,1.80,-1.80,-1.89,3.17
5.421,1.88,-1.69,-0.96,2.70
5.431,1.61,-1.53,-0.42,2.26
5.441,1.04,-1.28,-0.37,1.69
5.451,0.51,-1.27,-0.76,1.57
5.461,0.13,-1.23,-1.23,1.75
5.471,-0.10,-1.04,-1.58,1.90
5.481,0.11,-1.01,-1.52,1.83
5.491,0.46,-1.05,-0.97,1.50
5.501,0.73,-1.03,-0.44,1.34
5.511,0.99,-0.96,0.06,1.38
5.521,1.03,-0.97,0.33,1.45
5.531,1.00,-1.26,0.37,1.66
5.541,1.20,-1.59,0.29,2.01
5.551,1.36,-1.64,0.37,2.16
5.561,1.42,-1.59,0.53,2.19
5.571,1.23,-1.45,0.63,2.01
5.581,1.00,-1.37,0.10,1.70
5.591,0.49,-1.09,-0.39,1.26
5.602,0.28,-0.99,-0.70,1.25
5.612,0.52,-0.26,-0.59,0.82
5.622,0.44,0.01,-0.45,0.63
5.632,0.06,-0.63,-0.39,0.75
5.642,0.14,-0.86,-0.17,0.89
5.652,0.36,-0.85,-0.14,0.94
5.662,0.12,-0.88,-0.44,0.99
5.672,0.01,-0.76,-0.88,1.17
5.682,-0.08,-0.43,-1.05,1.14
5.692,0.03,-0.28,-1.06,1.10
5.702,0.20,-0.31,-1.08,1.14
5.712,0.06,-0.35,-1.00,1.06
5.722,0.11,-0.29,-0.74,0.80
5.732,0.22,-0.26,-0.30,0.46
5.742,0.02,-0.32,0.12,0.35
5.752,-0.15,-0.39,0.17,0.45
5.762,0.02,-0.64,0.10,0.64
5.772,-0.17,-0.68,0.01,0.70
5.782,-0.59,-0.58,-0.61,1.03
5.792,-1.04,-0.26,-0.97,1.44
5.802,-1.29,-0.15,-1.23,1.79
5.812,-1.00,-0.25,-1.32,1.68
5.822,-0.23,-0.09,-1.01,1.04
5.832,0.62,0.28,-0.18,0.70
5.842,0.97,0.42,1.05,1.49
5.852,0.51,0.30,1.49,1.61
5.862,0.01,0.11,1.51,1.52
5.872,-0.30,0.37,1.14,1.23
5.882,-0.14,0.79,-0.57,0.98
5.892,0.12,0.71,-1.96,2.09
5.902,0.06,0.14,-1.49,1.50
5.912,-0.76,-0.97,-0.33,1.28
5.922,-0.86,-1.20,0.14,1.48
5.932,-0.14,-0.62,0.53,0.82
5.942,0.74,-0.63,0.48,1.09
5.952,1.39,-1.24,0.30,1.89
5.962,1.34,-1.25,-0.01,1.83
5.972,1.19,-0.95,-0.35,1.56
5.982,0.66,-0.53,-0.17,0.87
5.992,0.01,-0.05,0.51,0.51
6.002,-0.52,0.19,1.21,1.33
6.014,-0.86,0.20,1.97,2.16
6.022,-1.02,0.15,2.19,2.42
6.032,-0.93,-0.03,1.90,2.11
6.042,-0.80,-0.26,1.25,1.51
6.053,-0.60,-0.45,0.46,0.88
6.062,-0.25,-0.57,-0.01,0.62
6.072,0.08,-0.61,-0.34,0.71
6.083,0.33,-0.55,-0.63,0.90
6.093,0.51,-0.33,-0.42,0.74
6.103,0.45,-0.21,-0.12,0.51
6.113,0.03,-0.44,-0.29,0.53
6.123,-0.35,-0.52,-1.00,1.18
6.133,-0.27,-0.23,-1.93,1.96
6.143,-0.18,0.04,-1.77,1.78
6.153,-0.24,0.25,-0.61,0.70
6.163,-0.22,0.11,0.53,0.59
6.173,-0.09,-0.16,1.55,1.57
6.183,0.09,-0.49,2.01,2.07
6.193,0.30,-0.83,2.02,2.20
6.203,0.46,-0.90,1.77,2.03
6.213,0.64,-0.68,1.52,1.78
6.223,0.44,-0.71,1.21,1.47
6.233,-0.00,-0.86,0.85,1.21
6.243,-0.21,-0.75,0.49,0.92
6.253,-0.16,-0.54,0.08,0.57
6.263,0.05,-0.42,-0.35,0.55
6.273,0.24,-0.39,-0.67,0.81
6.283,0.37,-0.41,-0.86,1.02
6.293,0.45,-0.51,-0.80,1.05
6.303,0.50,-0.72,-0.53,1.02
6.313,0.58,-0.97,-0.15,1.14
6.323,0.73,-1.05,0.50,1.37
6.333,0.69,-0.99,0.89,1.50
6.343,0.65,-0.98,1.16,1.65
6.353,0.67,-0.88,1.33,1.73
6.363,0.60,-0.86,1.44,1.78
6.373,0.40,-0.85,1.55,1.82
6.383,0.27,-0.80,1.30,1.55
6.393,0.22,-0.72,0.89,1.17
6.403,0.14,-0.72,0.60,0.95
6.413,0.10,-0.63,0.27,0.69
6.423,0.09,-0.50,0.01,0.51
6.433,0.13,-0.33,-0.10,0.37
6.443,0.14,-0.29,-0.12,0.35
6.453,0.10,-0.34,-0.01,0.36
6.463,0.13,-0.38,0.06,0.41
6.473,0.22,-0.48,0.21,0.57
6.483,0.21,-0.57,0.24,0.66
6.494,0.28,-0.55,0.27,0.68
6.504,0.38,-0.56,0.24,0.72
6.513,0.36,-0.59,0.25,0.74
6.524,0.22,-0.62,0.22,0.70
6.534,0.17,-0.44,0.19,0.51
6.544,0.01,-0.32,0.20,0.38
6.554,-0.30,-0.40,0.11,0.51
6.564,-0.43,-0.30,0.07,0.53
6.573,-0.40,-0.11,0.21,0.47
6.584,-0.45,-0.05,0.42,0.61
6.594,-0.60,-0.12,0.64,0.89
6.604,-0.66,-0.35,0.81,1.10
6.614,-0.50,-0.49,0.79,1.06
6.624,-0.18,-0.43,0.73,0.87
6.634,0.41,-0.27,0.20,0.54
6.644,0.62,-0.25,-0.22,0.70
6.654,0.27,-0.15,-0.29,0.42
6.664,-0.28,-0.45,-0.18,0.56
